Unnamed: 0	PMID	title	abstract
32	12163012	meshd053773 modulates meshd020780 meshd004467 through the rasmapk signaling pathway in transformed meshd015603	meshd051379 transformed meshd015603 cultured in the presence of meshd053773 meshd053773 acquire a set of morphological and functional properties giving rise to a more motile meshd010641 that expresses mesenchymal markers in this meshd014937 we present evidence showing that meshd053773 stimulates cellular meshd004467 of meshd020782-9 meshd020780 a meshd045726 that meshd010988 an important meshd012380 in tumoral invasion our results demonstrate that tgf-beta1stimulates meshd020782-9 meshd004467 and meshd020782-9 promoter activity in a process that depends of the activation of the ras-erk12 map meshd010770 pathway the latter was demonstrated by cellular meshd014162 of meshd053773-sensitive meshd002477 with a rasn17 mutant meshd005796 using meshc093973 a meshd020929 12 inhibitor and treating meshd002477 with anti-sense oligodeoxinucleotides the enhanced meshd020782-9 meshd004467 proved to be an important factor in the acquisition of migratory and invasive properties as shown by the meshq000706 of a specific inhibitor of meshd020782-9 meshc078131 that inhibits the meshd053773-stimulated invasive and migratory properties of these transformed meshd015603
33	11919175	meshc060506 induces meshd002633 of immature and modulates meshd016207-release in mature meshd006801 meshd003713 for emergence of th2 meshd007109	meshc060506 s1p is a potent extracellular lysolipid meshc030242 mediator that is released after meshd007073-stimulation of meshd008407 here we investigated the meshd001688 activity and intracellular signaling of s1p on meshd006801 meshd003713 dc which are specialized meshd000938 with the meshd001076 to migrate into peripheral meshd014024 and meshd008198 as well as meshq000517 the activation of naive meshd013601 we show that immature and mature dc express the meshd012333 for different meshd000081025 such as endothelial differentiation meshd005796 edg-1 edg-3 edg-5 and edg-6 in immature dc s1p stimulated meshd037342-sensitive ca2 increase meshd000199-meshd058105 and meshd002633 these responses were lost by dc matured with meshd008070 in maturing dc however s1p inhibited the meshq000378 of meshd014409 and meshd007378 il-12 whereas it enhanced meshq000378 of meshd016753 as a consequence mature dc exposed to s1p showed a reduced and increased capacity to generate allogeneic th1 and th2 responses respectively in summary our study implicates that s1p might regulate the trafficking of dc and ultimately favor th2 meshd008214-dominated meshd007109
34	11001403	characterization of novel neutralizing meshd000911 specific to meshd006801 meshd051101	meshd051101 ntn a structural and functional relative of meshd051100 was originally identified based on its meshd001076 to support the meshd013534 of sympathetic meshd009474 in meshq000208 similar to meshd051100 meshd051100 meshd051101 has been shown to bind to a high affinity meshd017261 gpi-linked receptor gfralpha2 and induce meshd010766 of the meshd020794 ret resulting in the activation of the meshd020928 mapk signalling pathway a panel of six novel meshd051189 meshd000911 mabs specific to meshd006801 meshd051101 has been developed and characterized four of the mabs tested inhibit to varying degrees binding of ntn to the gpi-linked gfralpha2 receptor three mabs cross-react with the meshd051189 homolog these meshd000906 have been shown to be useful meshd007202 for meshd015153 meshd007150 and also for the meshq000254 of a sensitive quantitative meshd004797 meshd004797 for meshd006801 ntn novel specific mabs with varying meshd000939 meshd012680 and blocking activity meshd014836 be valuable tools for both the meshd066298 and in vivo characterization of ntn and its relationship to the gfralpha2 and ret receptors
35	12819206	a green-emitting fluorescent meshd011506 from galaxeidae meshd037421 and its monomeric version for meshq000706 in fluorescent labeling	we have cloned a meshd005796 which encodes a fluorescent meshd011506 from the stony meshd037421 galaxeidae this meshd011506 absorbs meshd008027 maximally at 492 nm and emits green meshd008027 at 505 nm and as a result we have designated it azami-green ag despite sharing a similar spectral profile with meshc485184 egfp clontech the most popular variant of the aequorea meshd014739 meshd049452 the identity between these two meshd011506 at the meshd000596 level is only 57 however since ag has a high extinction coefficient meshd005453 quantum yield and meshd000143 stability it produces brighter green meshd005453 in meshd002478 than egfp similar to other fluorescent meshd011506 isolated from meshd037421 meshd000818 ag meshd020478 a tight tetrameric complex resulting in poor labeling of meshq000648 such as the meshd002462 and meshd008928 we have converted tetrameric ag into a monomeric meshd020478 by the introduction of three meshd019943 which were recently reported to be effective for monomerizing the meshc413662 from discosoma meshd037421 meshc413663 clontech the resultant monomeric ag allowed for efficient fluorescent labeling of all of the meshq000648 and meshd011506 tested while retaining nearly all of the brightness of the original tetrameric meshd020478 thus monomeric ag is a useful monomeric green-emitting fluorescent meshd011506 comparable to egfp
36	11034064	myb meshd009857 amplification in hereditary brca1 meshd001943	meshd055028 meshq000032 has demonstrated that meshd001943 from brca1 and brca2 meshd018095 carriers contain a large number of chromosomal copy number gains and losses a high regional copy number gain at 6q22-q24 was observed in one brca1 meshd009369 and meshd005453 meshd017403 meshq000032 indicated a strong amplification of the myb meshd009857 15 copies of myb compared with 1 copy of meshd002896 meshd002503 meshd005453 meshd017403 meshq000032 revealed amplification of myb in 5 29 of 17 brca1 meshd001943 whereas none of 8 brca2 meshd009369 and 13 meshd001943 meshd002460 and only 2 of 100 sporadic meshd001943 exhibited altered myb copy numbers meshd005784 resulted in meshd012333 overexpression as determined by meshd015152 and meshd020411 meshq000032 and meshd011506 overexpression by immunohistochemical meshd013194 we conclude that myb amplification is infrequent in sporadic meshd001943 but common in meshd001943 from brca1 meshd009154 carriers suggesting a meshd012380 of this meshd002453 regulator and meshd014157 in the progression of some brca1 meshd009369 however we cannot rule out the significance of other meshd005796 in the 6q22-q24 amplicon
37	8163187	expression of the meshd005796 encoding the meshd011505-deficient meshd006801 meshd011972 in meshd008822	meshq000002 in the meshd011972 ir in diabetic meshd010361 have been given much meshd001288 to meshd019484 the meshd012380 of such meshq000002 we generated a transgenic tg meshd051379 meshd017770 the meshd018076 encoding a meshd011505 tk-deficient meshd006801 ir hir under the meshq000517 of the native promoter the tg meshd051379 expressed the meshd019076 tg meshd012333 in the meshd008099 as identified in meshd015152 analyses of various meshd014024 by meshd048348-meshd016133 revealed that expressions of the tg meshd012333 in meshd001921 meshd006321 meshd007668 meshd008168 meshd013270 meshd018482 and meshd000273 were higher than those seen with the endogenous meshd051379 ir mir but expression in meshd007421 meshd003106 meshd013154 meshd013737 and meshd010053 were approximately half those seen with the endogenous mir in the meshd008099 the expression of the tg was about one tenth that of the endogenous mir in analyses of meshd007328 binding and ir autophosphorylation using a meshd006801-specific anti-ir antibody the tk-deficient hir was synthesized in the meshd014024 of the tg meshd051379 despite the expression of tk-deficient hirs in various meshd014024 including the major meshd007328-target meshd009132 and meshd000273 of the tg meshd051379 no meshd018149 was observed as assessed by the intraperitoneal meshd005951 before and after meshd013395 feeding for 55 weeks our results suggest that a higher expression of the mutated ir especially in the meshd008099 which is another major meshd007328-target meshd014024 or additional pathogenic factors environmental or genetic might be required for meshd018149
38	11371747	meshd009103 recent meshq000254 in meshd000069338 meshq000209 meshd008279 studies and meshq000628	the cause of meshd009103 is generally considered to be entirely meshd013601 mediated however recent meshd058028 of studies in a variety of meshd023421 of inflammatory meshd003711 coupled with detailed pathological meshq000032 and meshd059906 studies of meshd009103 meshd010361 indicate that the events involved in the formation of the meshd009103 lesion may be more complicated this complex meshq000209 is reflected in the variable response of meshd009103 meshd010361 to meshd056747
39	10744039	lack of evidence of meshd001244 of p21waf1cip1 polymorphism with meshd008175 susceptibility and meshd011379 in meshd013624	an meshd001244 between the arg meshd000483 of the p21waf1cip1 meshd003062 31 polymorphism and meshd008175 has been reported however the meshd005838 meshq000600 of the p21 meshd003062 31 polymorphism as well as the meshd001244 of this polymorphism with meshd008175 meshd012306 and meshd011379 remain undefined in the taiwanese meshd011153 therefore we investigated the meshd005838 meshq000600 of the p21 meshd003062 31 polymorphism in 155 meshd008175 meshd010361 and 189 non-meshd009369 meshq000517 the meshd005838 meshq000453 in the taiwanese non-meshd009369 meshq000517 were 051 ser and 049 arg chi2 meshq000032 indicated significant differences in taiwanese meshd005838 meshq000600 of p21 from those reported for swedes p0001 caucasians p0001 indians p0001 and meshd001741 p0001 however our data did not demonstrate an meshd001244 of the arg meshd000483 of the p21 polymorphism with meshd008175 meshd012306 in meshd013624 meshd008175 meshd010361 with serarg and argarg meshd005838 were at a nonsignificant 115-fold increased meshd012306 of meshd008175 when compared to individuals with the serser meshd005838 95ci 070-186 in addition although p21 is a downstream target of p53 we found no significant correlation of the p21 polymorphism with the p53 polymorphism and meshd016158 meshd009154 in meshd008175 meshd010361 we further investigated the meshd001244 of the p21 polymorphism with meshd011379 in 154 meshd008175 meshd010361 meshd010361 with the serser meshd005838 tended to have a poorer meshd011379 than those with the serarg and argarg meshd005838 p0097 by the log rank test our data suggest that the p21 meshd003062 31 polymorphism may not meshd010988 a significant meshd012380 in meshd009369 susceptibility and the meshd011379 of meshd008175 meshd010361 in meshd013624
40	12441075	a mechanism in meshd004854 meshd063646 inhibition of meshd016212 1-mediated induction of mapkp21 by lmp1	meshd004854 meshd004854-infected gastric meshd004847 line gt38 is resistant to meshd053773-mediated meshq000254 inhibition and meshd017209 although meshd053773 partially induces meshd004854 reactivation in the meshd002477 these meshq000175 indicate that meshq000002 exist in these meshd002477 in the meshd053773-mediated signaling pathway influencing meshq000254 inhibition and meshd017209 in order to characterize the steps with meshq000002 we analyzed the meshd053773mapkp21 pathway in the meshd002477 meshd053773 activated mapk erk 12 and p21 in the meshd053773-susceptible meshd002460 hsc-39 but not in gt38 meshd002477 gt38 meshd002477 had higher constitutive levels of erk 12 meshd010766 and p21 expression than did hsc-39 meshd002477 meshc113580 a specific inhibitor of meshd020929 suppressed meshd053773-mediated erk 12 meshd010766 and p21 induction in hsc-39 meshd002477 and constitutive erk 12 meshd010766 in gt38 meshd002477 meshd004854 latent meshd008565 1 lmp1 induced constitutive erk 12 meshd010766 and meshd016328 activation in lmp1-transfected hsc-39 meshd002477 which then became resistant to meshd053773-mediated meshq000254 inhibition meshd053773-mediated erk 12 meshd010766 and p21 induction and proliferated in low-meshd044967 medium these results are consistent with the conclusion that the meshd053773mapkp21 pathway is required for meshd053773-mediated meshq000254 inhibition and that the resistance to tgf in gt38 meshd002477 is derived from constitutive mapk meshd010766 induced by lmp1
41	9325332	sp1 and sp3 regulate expression of the neuronal meshd011978 beta4 subunit meshd005796	neuronal meshd011978 meshd010988 important meshd012380 in meshd015398 within the meshd009420 the receptors exist in a variety of functionally distinct subtypes that are determined by their subunit structures the subunits are encoded by 11 meshd005796 alpha2-alpha9 and beta2-beta4 three of the meshd005796 alpha3 alpha5 and beta4 are tightly clustered and their encoded meshd011506 make up the predominant receptor subtype in the meshd017933 the tight linkage of the meshd005796 suggests there may be a common regulatory mechanism underlying their expression however although their expression patterns significantly overlap they are not identical indicating that independent regulatory mechanisms must also exist our studies have focused upon the meshd005796 encoding the beta4 subunit for which we have identified several meshd050436 one of these meshd004602 e2 specifically interacts with the general meshd014157 sp1 here we show that another member of the sp meshd005190 of factors sp3 can specifically interact with e2 whereas two other members sp2 and sp4 cannot co-meshd014162 experiments indicate that sp3 can transactivate a beta4 promotermeshd017930 construct and furthermore that sp1 and sp3 can transactivate the beta4 reporter construct synergistically the meshd015533 is dependent upon an intact e2 and may involve direct interactions between sp1 and sp3
42	12707770	the meshd060449 and its meshd012380 in meshd009369 meshq000254	meshd009369 meshq000254 depends on the aberrant activation of meshd015398 that meshq000517 meshd002477 meshq000254 and meshd013534 and meshd010988 important meshd012380 in normal meshd047108 this meshd016454 meshd014836 focus on one of the most powerful pathways the canonical wnt meshd015398 cascade which has been originally described in meshd014714 and non-meshd014714 meshd047108 and subsequently associated with the meshq000254 of a multitude of different meshd009369 types mainly of gastrointestinal origin in recent years a variety of novel interacting components and meshq000502 have been identified in the meshd060449 revealing not only the complexity of meshd060449 but also its potency here we meshd014836 concentrate on the meshd012380 of the meshd060449 in meshd009369 meshq000254 with emphasis placed on the molecular meshq000002 known to promote neoplastic transformation in meshd006801 and in meshd023421
43	10398760	rescue of dysfunctional meshc093349 meshd018118 activity by meshd015056	meshd009711-dependent gating of meshc093349 was evaluated in meshd008566 patches excised from hek 293 and meshd051379 meshd007739 and compared to meshd019370 on wt-cftr channels recorded in the same expression systems meshc093349 exhibited pka activated meshd000255-dependent channel gating when compared to wt-cftr the km for meshd000255 was increased by ninefold 260 micron vs 28 micron and maximal open meshd011336 po was reduced by 49 021 - 006 vs 041 - 0 02 additionally in the absence of pka meshc093349 inactivated over a 1 to 5 min period whereas wt-cftr remained active meshd013995-dependent inactivation could be mimicked in wt-cftr by the intermittent absence of meshd000255 in the cytosolic meshd012996 the effects of 3-isobutyl-1-methyl meshd019820 meshd015056 a compound reported to stimulate meshc093349 were evaluated on wt- and meshc093349 channels at concentrations up to 5 mm meshd015056 caused a concentration dependent reduction in the observed single channel amplitude i of wt-cftr maximal observed reduction 35 - 3 however meshd015056 failed to significantly alter total patch current because of a concomitant 30 increase in po the effects of meshd015056 on meshc093349 were similar to effects on wt-cftr in that i was reduced and po was increased by similar magnitudes additionally meshc093349 channel inactivation was dramatically slowed by meshd015056 these results suggest that meshd015056 interacts with the meshd000255-bound open state of cftr to introduce a short-lived nonconducting state which prolongs burst duration and reduces apparent single channel amplitude a meshq000556 effect observed in meshc093349 which may result from this interaction is a prolongation of the activated state in meshd008027 of previously proposed linear kinetic models of cftr gating these results suggest that meshd015056 traps cftr in an meshd000255-bound state which may preclude inactivation of meshc093349
44	12271119	dominant-negative inhibition of meshd011328 replication in meshd008822	our discovery of dominant-negative inhibition of meshd011328 formation in meshd002478 provided an explanation for the resistance of some meshd012756 to meshd012608 and meshd006801 to meshd007562 to determine whether dominant-negative inhibition occurs in vivo we produced transgenic tg meshd051379 expressing meshd000072002 prp with either the q167r or q218k meshd009154 alone or in combination with wild-type wt prp tgmoprpq167rprnp00 meshd051379 expressing mutant prp at levels equal to non-tg meshd051379 remained healthy for 550 days indicating that inoculation with meshd011328 did not cause meshd004194 immunoblots of meshd001921 homogenates and histologic meshq000032 did not reveal meshq000002 tgmoprpq167rprnp meshd051379 expressing both mutant and wt prp did not meshd020476 meshd009461 but their meshd001921 revealed low levels of the prp pathogenic meshd020033 prpsc and sections showed numerous meshd014617 and severe astrocytic meshd005911 at 300 days after inoculation both tgmoprpq218kprnp00 and tgmoprpq218kprnp meshd051379 expressing high levels of the meshd019076 product remained healthy for 300 days after inoculation neither prpsc nor neuropathologic changes were found our studies demonstrate that although dominant-negative inhibition of wt prpsc formation occurs expression of the dominant-negative prp at the same level as wt prp does not prevent meshd011328 formation completely however expression of dominant-negative prp alone had no deleterious effects on the meshd051379 and did not support meshd011328 propagation
45	8273924	comparison of meshd006439 effects of the meshd017214 and the orotracheal tube	this meshd011446 was designed to compare the haemodynamic response to insertion of either a meshd017214 or an orotracheal tube twenty meshd010361 scheduled for orthopaedic meshq000601 were randomly assigned to two groups  meshd017214 group n  10 and orotracheal tube group n  10 meshd010361 were premedicated with meshd005445 1 mg im and anaesthesia was induced with meshd015742 bolus of 25 mgkg-1 followed by a continuous infusion of 10 mgkg-1h-1 and meshd014673 01 mgkg-1 meshd006339 and meshd062186 were assessed non-invasively before and after induction of anaesthesia and immediately after tube or meshd017214 insertion orotracheal meshd007440 elicited a significant increase in meshd006339 92 - 16 vs 77 - 19 bmin-1 p  005 and in meshd062186 117 - 21 vs 85 - 16 mmhg p  005 whereas there was significant increase in meshd006339 74 - 11 vs 72 - 12 bmin-1 and meshd062186 86 - 8 vs 81 - 10 mmhg after insertion of the meshd017214 in both groups meshd010949 meshd002395 concentrations were not significantly modified after tube or meshd017214 insertion it is concluded that under meshd015742 anaesthesia meshd017214 insertion does not induce any significant haemodynamic response in asa 1 meshd010361 in the opposite orotracheal meshd007440 increases both meshd006339 and meshd062186
46	12942774	activator of meshd009362 in meshd009369 meshd002477 mst1meshd000071999 binds to meshd016159	this study for the first meshd013995 demonstrates a physical and functional interaction between the ca2-meshd002352 mts1s100a4 and meshd009369 suppressor p53 meshd011506 using different meshd066298 and in vivo approaches we have found that mts1 can bind to the c-terminal regulatory domain of p53 the mts1 binding to p53 promotes activation of the meshd017930 transcription in vivo a modulation of the p53 target meshd005796 p21waf bax mdm-2 and meshd019700 expression was observed upon mts1 induction in the meshd002477 expressing the wild-type p53 these results suggest that the meshd001076 of mts1 to enhance p53-dependent meshd017209 of meshd009369 meshd002477 meshd007854 to the decreasedisappearance of the meshd009369 meshd002477 expressing the wild-type p53 thus mts1 promotes selection of more aggressive meshq000556 meshd010641 during meshd009369 progression
47	9787490	spatial aspects of meshd005528-pad meshd003872 in swedish broilers	this study aimed at analysing spatial and spatio-temporal aspects of meshd005528-pad meshd003872 in swedish broilers the information on meshd004194 meshq000453 and severity was based on a two-year meshd005528-meshd006262 meshq000453 programme where information on producer breed feed manufacturer region meshd000003 date of slaughter and several other variables was recorded the level of meshd016000 in space was analysed on 2-digit zipcode level using morans i test which meshd014894 similarity of location the level of meshd016000 in space was also analysed using the ipop test which takes the meshd012307 into consideration the examination of meshd013995-space interaction was carried out using the barton meshd008722 and the knox meshd008722 we found a significant p  0001 meshd016000 of regions with meshd000078682 to meshd005528-pad meshd003872 score using morans i test and a significant p  00001 meshd016000 in space also when related to the number of flocks delivered from each region the flocks with very high meshq000453 of meshd005528-pad meshd003872 were significantly p  005 clustered in both meshd013995 and space ie the flocks with high meshq000453 of lesions came from the same geographic area during the same meshd013995 periods this information meshd014836 meshd008004 us to focus the meshq000517 efforts within the meshd005528-meshd006262 meshq000453 programme on specific regions in specific meshd013995 periods thus making the programme more effective
48	9160881	meshd015003 two-meshd002678 in vivo meshd001244 of the meshd019061 lyn with the meshd011519 product cbl but not with the p85 subunit of meshd019869	meshd008024 binding of multi-chain meshd011946 and hematopoietinmeshd018121 results in rapid activation of meshd011505 ptk-dependent signalling molecules such as meshd058539 meshd019869 co-precipitation studies have shown that src-related ptk such as lyn associates with the p85 regulatory subunit of meshd019869 via sh2 and meshd018909 binding with their cognate meshd008024 more recent studies have shown that the meshd011519 product cbl co-precipitates with p85 following engagement of meshd016207 and meshd011946 as opposed to meshd066298 co-precipitation studies the meshd015003 two-meshd002678 screen reveals in vivo meshd011506-meshd011506 interactions using the meshd015003 two-meshd002678 screen we demonstrate an in vivo meshd001244 of lyns sh3 and meshd018909 with the meshd011392-rich domain of cbl lyns sh3 and meshd018909 do not interact with p85 in the meshd015003 two-meshd002678 screen as would be predicted from meshd005982 gst fusion meshd011506 pull-down or meshd047468 studies from whole meshd002477 lysates however the meshd018909 of p85 interacts with the meshd011392-rich domain of cbl when meshd015003 were transformed with catalytic lyn an interaction between p85s meshd018909 and cbl occurred from the data we propose the following three step process of meshd019869 activation 1 complexes of lyn-cbl and cbl-p85 exist without meshd008024 stimulation 2 upon meshd008024 binding lyn becomes active and phosphorylates cbl and 3 cbls meshd014443 phosphorylated residue serves as a docking site for the meshd018909 of p85 - thereby stabilizing the complex and activating meshd019869 the meshd020798 can be used to dissect the precise mechanisms of in vivo meshd011506-meshd011506 interactions including those between meshd019000 and sh2-containing meshd011506
49	9933784	a quantitative meshq000032 of meshd002477 in the meshd045888 meshd002477 layer of the chick meshd012160	this study investigated the meshd009938 of meshd002477 in the meshd045888 meshd002477 layer gcl using nissl meshd013194 retrograde meshd002477 degeneration with meshd019771 of the meshd009900 and retrograde meshd002477 labeling by meshd007267 of meshd006735 hrp into the meshd009900 of chicks posthatching day 1 and 8 p-1 and p-8 the total number of meshd002477 in the gcl was 61 x 106 p-1 and 49 x 106 p-8 and the meshd002452 was 14300 meshd002477mm2 p-1 and 10400 meshd002477 mm2 p-8 on average two high-density areas the central area ca and the dorsal area da were observed in the central and dorsal meshd012160 in both p-1 22000 meshd002477mm2 in ca 19000 meshd002477mm2 in da and p-8 chicks 19000 meshd002477mm2 in ca 12800 meshd002477mm2 in da the meshd002452 in the temporal periphery tp and the nasal np peripheral meshd012160 were 7800 meshd002477mm2 and 12500 meshd002477mm2 respectively in p-1 and 5000 meshd002477 mm2 and 8000 meshd002477mm2 respectively in p-8 chicks the meshd002452 in the temporal periphery was 35 p-8 lower than in the nasal periphery in both p-1 and p-8 chicks thirty percent 19 x 106 meshd002477 in p-1 of the total meshd002477 in the gcl were resistant to meshd019771 of the meshd009900 the meshq000600 of the meshd019771-resistant meshd002477 showed two high-density areas in the central and dorsal meshd012160 corresponding to the ca 5800 meshd002477mm2 and the da 3200 meshd002477mm2 these meshd002477 also exhibited a center-peripheral increase 2200 meshd002477mm2 in the tp in p-1 chicks but the high-density area was not found in the dorsal meshd012160 of p-8 chicks from these data and the hrp study the number of presumptive meshd045888 meshd002477 in p-8 chicks was estimated to be 4 x 106 8600 meshd002477mm2 on average and the density in each area was 13500 ca 10200 da and 4300 tp meshd002477mm2 the peripheral center ratios of the density of meshd045888 meshd002477 were significantly different along the nasotemporal and dorsoventral axes the density of meshd045888 meshd002477 decreased more rapidly toward the temporal periphery tpca ratio 047 in p-1 and 032 in p-8 than toward the nasal periphery npca ratio 067 in p-1 and 052 in p-8 in contrast there was no significant difference in the peripheralcenter ratios between the dorsal meshd012160 dpca ratio 06 in p-1 and 056 in p-8 and ventral meshd012160 vpca ratio 058 in p-1 and 051 in p-8 a small peak in the density of the presumptive meshd045888 meshd002477 was detected in the dorsal meshd012160 of both p-1 chicks 10800 meshd002477mm2 and p-8 chicks 10200 meshd002477mm2 the hrp-labeled meshd002477 were small in the ca m - sd 357 - 91 microm2 and da 400 - 113 microm2 and their sizes increased toward the periphery 634 - 297 microm2 in the tp accompanied by a decrease in the meshd002452 however the meshd019771-resistant meshd002477 did not significantly increase in size toward the peripheral meshd012160 122 - 22 microm2 in the ca 152 - 32 microm2 in the da 151 - 38 microm2 in the tp the characteristic meshq000600 of meshd045888 meshd002477 could be related to visual meshd001519 based upon the meshd013038 of avian meshd014794
50	11934741	microarray meshd000073458 allowing for inclusion of experiment annotations in statistical meshq000032	microarray meshd013672 provides access to expression levels of thousands of meshd005796 at once producing large amounts of data these meshd064886 are valuable only if they are annotated by sufficiently detailed experiment descriptions however in many meshd019991 a substantial number of these annotations is in free-text format and not readily accessible to meshd003201-aided meshq000032 the multi-conditional hybridization intensity processing system m-chips a meshd000073458 concept focuses on providing both structure and meshd000465 suitable for statistical meshq000032 of a microarray meshd019991s entire contents including the experiment annotations it meshd019484 the rapid meshq000254 of the amount of hybridization data more detailed experimental descriptions and new kinds of experiments in the meshd005544 we have developed a storage concept a particular instance of which is an organism-specific meshd019991 although these meshd019991 may contain different ontologies of experiment annotations they share the same structure and therefore can be accessed by the very same statistical meshd000465 experiment ontologies have not yet reached their final shape and meshd012015 are reduced to minimal conventions that do not yet warrant extensive description an ontology-independent structure enables updates of annotation meshq000145 during normal meshd019991 operation without altering the structure availability and supplementary information httpwwwdkfzdetbiservicesmchips
51	9462346	meshd000535 meshd000544 and meshd001842 fragility	the meshd015994 of fragility fractures has increased epidemically especially meshd010361 with meshd000544 including meshd000544 have a greatly increased meshd012306 of fragility fractures meshd000535 inhibits meshd002113 the greater the aluminium exposure the higher the meshd012306 of an early fracture aluminium is neurotoxic and may in addition to genetic factors meshd010988 a meshd012380 in the meshq000254 of meshd000544 by contributing to the formation of the characteristic meshd016229 and meshd016874 thus a common denominator between meshd000544 and meshd001842 fragility may be a chronic low-grade meshd000535 intoxication the epidemic of fragility fractures may be caused by increased aluminium exposure--due to the meshq000706 of meshd000535 meshd003296 pots or the pollution acidification of our meshd004777 in our meshd010865 of 26 meshd006615-fracture meshd010361 13 meshd010361 with meshd000544 and 13 individually age- and meshd005783-matched non-demented meshd010361 the meshd000535 content determined mass-spectro-metrically was higher in meshd000071556 meshq000473 from the meshd010361 with meshd000544 than from the non-demented meshd010361 p  0005 the meshd000535 content was also higher in the younger of the 26 meshd010361 p  002 our meshq000175 agree with the hypothesis that meshd000535 meshd010988 a meshd012380 in the meshq000254 of meshd000544 and meshd001842 fragility
52	7963640	spontaneous meshd013161 an uncommon complication of meshd003586	a previously healthy 25-year-old man developed a meshd012422 of the meshd013154 during a meshd003587 cmv meshd007239 the only other clinical feature was a well tolerated meshd005334 of 375 degrees c to 39 degrees c during the month before the meshd003933 was confirmed by the presence of meshd007075 to cmv in the meshd044967 and by typical meshd045586 for cmv identified by splenic histopathological meshq000175 the meshd010361 recovered completely spontaneous meshd013161 is uncommon in primary meshd003586
53	9614173	immunoisolation and characterization of a subdomain of the meshd004721 that concentrates meshd011506 involved in copii vesicle biogenesis	meshd012412 e1 meshd006023 normally complexes with e2 in the meshd004721 er to meshd020478 a heterodimer that is transported to and retained in the meshd006056 in a previous study we showed that in the absence of e2 unassembled e1 subunits accumulate in a tubular pre-golgi compartment whose meshq000033 and biochemical properties are distinct from both rough er and golgi we hypothesized that this compartment corresponds to hypertrophied er exit sites that have expanded in response to overexpression of e1 in the present study we constructed bhk meshd002477 stably expressing e1 meshd011506 containing a cytoplasmically disposed meshd000939 and isolated the pre-golgi compartment from these meshd002477 by meshd002458 and immunoisolation double label meshd019084 in meshd002477 and meshd015151 of immunoisolated tubular networks revealed that meshd011506 involved in formation of er-derived meshd022161 namely p58ergic 53 sec23p and sec13p were concentrated in the e1-containing pre-golgi compartment furthermore budding structures were evident in these meshd008566 profiles and a highly abundant but unknown 65-kda meshd011506 was also present by comparison marker meshd011506 of the rough er golgi and meshd020755 vesicles were not enriched in these meshd008566 these results demonstrate that the composition of the tubular networks corresponds to that expected of er exit sites accordingly we propose the meshd009275 serec smooth er exit compartment for this structure
54	9454388	activity of the meshd004798 of meshd000431 and meshd000079 meshq000378 in meshd051381 with varying initial meshd012680 to alcohol	the experiments were carried out on meshd008297 meshd051381 with different meshd012680 to alcohol to assess meshd012680 to meshd000431 effects we have used meshd000431-induced meshd012890 meshd013995 and variations in rectal meshd013696 of alcohol-intoxicated meshd000818 activity of meshd000426 meshc092153 meshd002374 and meshd000444 in the meshd008099 as well as meshd000431 and meshd000079 levels in the meshq000097 were determined after alcohol intoxication 35 gkg ip 8 days the meshq000254 of alcohol tolerance was accompanied by induction of the meshc092153 in long-sleeping meshd051381 and in short-sleeping meshd051381 as well as by an increase in meshd000431 and meshd000079 levels in the meshq000097
55	9839869	compartmentalization of th1th2 meshd016207 responses to experimental meshd015011 meshd007239 in meshd002415	meshd013047 meshd002415 were inoculated subcutaneously into the meshd004322 areas of the left auricular and popliteal meshd008198 with living meshd015011 meshd007249 was evident at the inoculation sites and the regional meshd008198 were palpably enlarged at 48 h post-meshd007239 meshd008198 enlargement was due to marked paracortical lymphoid meshd006965 and variable meshd009504 infiltrates meshd015007 was cultured from the regional meshd008198 andor meshd013154 of three of the six meshd002415 indicating systemic spread of meshq000382 specific t-helper 1 and 2 th1 th2 meshd002477-associated meshd016207 meshd012333 levels were compared in regional meshd008198 meshd007963 pbmc and meshd013154 at 48 h post-inoculation relative to unstimulated meshq000517 meshd014024 there was a significant increase in meshd014409 ifn-gamma meshd018664 and meshd016753 meshd012333 in meshd013154 with meshd015536 of meshd015847 significant meshd015854 of meshd014409 and meshd015536 of meshd015847 were also observed in pbmc paradoxically 48 h stimulated meshd008198 showed only minimal differences in meshd016207 meshd012333 expression when compared to meshd008198 from mock-inoculated meshq000517 meshd000818 or unchallenged contralateral meshd008198 from the same meshd000818 this study demonstrated that meshd002415 like meshd051379 respond to an intracellular pathogen such as y pseudotuberculosis with a predominantly th1-type meshd007109 the meshd016207 responses in regional meshd008198 and meshd013154 were asynchronous while meshd016207 stimulation in meshd002477 of the meshd013154 was mirrored by pbmc
56	11371348	meshd005680 itself promotes the developmental switch of neuronal gabaergic responses from excitation to inhibition	meshd005680 is the main inhibitory meshd018377 in the meshd000328 meshd001921 early in meshq000254 however gabaergic meshd009435 is excitatory and can exert widespread trophic effects during the postnatal period gabaergic responses undergo a switch from being excitatory to inhibitory here we show that the switch is delayed by chronic blockade of meshd011963 and accelerated by increased meshd011963 activation in contrast blockade of glutamatergic meshq000635 or meshd000200 has no effect furthermore gabaergic activity modulated the meshd012333 levels of kcc2 a k-cl- meshd027981 whose expression correlates with the switch finally we meshd058028 that meshd005680 can alter the properties of depolarization-induced ca2 influx thus meshd005680 acts as a meshd004532-limiting trophic factor during neural meshq000254
