	PMID	title	abstract
34	11001403	Characterization of novel neutralizing MeSHD000911 specific to MeSHD006801 MeSHD051101.	MeSHD051101 (NTN) a structural and functional relative of MeSHD051100, was originally identified based on its MeSHD001076 to support the MeSHD013534 of sympathetic MeSHD009474 in MeSHQ000208. Similar to MeSHD051100 (MeSHD051100), MeSHD051101 has been shown to bind to a high affinity MeSHD017261 (GPI)-linked receptor (GFRalpha2) and induce MeSHD010766 of the MeSHD020794 Ret, resulting in the activation of the MeSHD020928 (MAPK) signalling pathway. A panel of six novel MeSHD051189 MeSHD000911 (MAbs) specific to MeSHD006801 MeSHD051101 has been developed and characterized. Four of the MAbs tested inhibit, to varying degrees, binding of NTN to the GPI-linked GFRalpha2 receptor. Three MAbs cross-react with the MeSHD051189 homolog. These MeSHD000906 have been shown to be useful MeSHD007202 for MeSHD015153, MeSHD007150, and also for the MeSHQ000254 of a sensitive, quantitative MeSHD004797 (MeSHD004797) for MeSHD006801 NTN. Novel, specific MAbs with varying MeSHD000939 MeSHD012680 and blocking activity MeSHD014836 be valuable tools for both the MeSHD066298 and in vivo characterization of NTN and its relationship to the GFRalpha2 and Ret receptors.
35	12819206	A green-emitting fluorescent MeSHD011506 from Galaxeidae MeSHD037421 and its monomeric version for MeSHQ000706 in fluorescent labeling.	"We have cloned a MeSHD005796 which encodes a fluorescent MeSHD011506 from the stony MeSHD037421, Galaxeidae. This MeSHD011506 absorbs MeSHD008027 maximally at 492 nm and emits green MeSHD008027 at 505 nm, and as a result, we have designated it ""Azami-Green (AG)."" Despite sharing a similar spectral profile with MeSHC485184 (EGFP) (Clontech), the most popular variant of the Aequorea MeSHD014739 MeSHD049452, the identity between these two MeSHD011506 at the MeSHD000596 level is only 5.7%. However, since AG has a high extinction coefficient, MeSHD005453 quantum yield, and MeSHD000143 stability, it produces brighter green MeSHD005453 in MeSHD002478 than EGFP. Similar to other fluorescent MeSHD011506 isolated from MeSHD037421 MeSHD000818, AG MeSHD020478 a tight tetrameric complex, resulting in poor labeling of MeSHQ000648 such as the MeSHD002462 and MeSHD008928. We have converted tetrameric AG into a monomeric MeSHD020478 by the introduction of three MeSHD019943, which were recently reported to be effective for monomerizing the MeSHC413662 from Discosoma MeSHD037421 (MeSHC413663, Clontech). The resultant monomeric AG allowed for efficient fluorescent labeling of all of the MeSHQ000648 and MeSHD011506 tested while retaining nearly all of the brightness of the original tetrameric MeSHD020478. Thus, monomeric AG is a useful monomeric green-emitting fluorescent MeSHD011506 comparable to EGFP."
36	11034064	MYB MeSHD009857 amplification in hereditary BRCA1 MeSHD001943.	MeSHD055028 MeSHQ000032 has demonstrated that MeSHD001943 from BRCA1 and BRCA2 MeSHD018095 carriers contain a large number of chromosomal copy number gains and losses. A high regional copy number gain at 6q22-q24 was observed in one BRCA1 MeSHD009369, and MeSHD005453 MeSHD017403 MeSHQ000032 indicated a strong amplification of the MYB MeSHD009857 (15 copies of MYB compared with 1 copy of MeSHD002896 MeSHD002503). MeSHD005453 MeSHD017403 MeSHQ000032 revealed amplification of MYB in 5 (29%) of 17 BRCA1 MeSHD001943, whereas none of 8 BRCA2 MeSHD009369 and 13 MeSHD001943 MeSHD002460, and only 2 of 100 sporadic MeSHD001943 exhibited altered MYB copy numbers. MeSHD005784 resulted in MeSHD012333 overexpression as determined by MeSHD015152 and MeSHD020411 MeSHQ000032, and MeSHD011506 overexpression by immunohistochemical MeSHD013194. We conclude that MYB amplification is infrequent in sporadic MeSHD001943 but common in MeSHD001943 from BRCA1 MeSHD009154 carriers, suggesting a MeSHD012380 of this MeSHD002453 regulator and MeSHD014157 in the progression of some BRCA1 MeSHD009369. However, we cannot rule out the significance of other MeSHD005796 in the 6q22-q24 amplicon.
37	8163187	Expression of the MeSHD005796 encoding the MeSHD011505-deficient MeSHD006801 MeSHD011972 in MeSHD008822.	MeSHQ000002 in the MeSHD011972 (IR) in diabetic MeSHD010361 have been given much MeSHD001288. To MeSHD019484 the MeSHD012380 of such MeSHQ000002, we generated a transgenic (TG) MeSHD051379 MeSHD017770 the MeSHD018076 encoding a MeSHD011505 (TK)-deficient MeSHD006801 IR (hIR), under the MeSHQ000517 of the native promoter. The TG MeSHD051379 expressed the MeSHD019076 (TG) MeSHD012333 in the MeSHD008099, as identified in MeSHD015152. Analyses of various MeSHD014024 by MeSHD048348-MeSHD016133 revealed that expressions of the TG MeSHD012333 in MeSHD001921, MeSHD006321, MeSHD007668, MeSHD008168, MeSHD013270, MeSHD018482 and MeSHD000273 were higher than those seen with the endogenous MeSHD051379 IR (mIR), but expression in MeSHD007421, MeSHD003106, MeSHD013154, MeSHD013737 and MeSHD010053 were approximately half those seen with the endogenous mIR. In the MeSHD008099, the expression of the TG was about one tenth that of the endogenous mIR. In analyses of MeSHD007328 binding and IR autophosphorylation, using a MeSHD006801-specific anti-IR antibody, the TK-deficient hIR was synthesized in the MeSHD014024 of the TG MeSHD051379. Despite the expression of TK-deficient hIRs in various MeSHD014024, including the major MeSHD007328-target MeSHD009132 and MeSHD000273, of the TG MeSHD051379, no MeSHD018149 was observed as assessed by the intraperitoneal MeSHD005951, before and after MeSHD013395 feeding for 55 weeks. Our results suggest that a higher expression of the mutated IR, especially in the MeSHD008099 which is another major MeSHD007328-target MeSHD014024, or additional pathogenic factors, environmental or genetic, might be required for MeSHD018149.
38	11371747	MeSHD009103: recent MeSHQ000254 in MeSHD000069338, MeSHQ000209, MeSHD008279 studies and MeSHQ000628.	The cause of MeSHD009103 is generally considered to be entirely MeSHD013601 mediated. However, recent MeSHD058028 of studies in a variety of MeSHD023421 of inflammatory MeSHD003711, coupled with detailed pathological MeSHQ000032 and MeSHD059906 studies of MeSHD009103 MeSHD010361, indicate that the events involved in the formation of the MeSHD009103 lesion may be more complicated. This complex MeSHQ000209 is reflected in the variable response of MeSHD009103 MeSHD010361 to MeSHD056747.
39	10744039	Lack of evidence of MeSHD001244 of p21WAF1/CIP1 polymorphism with MeSHD008175 susceptibility and MeSHD011379 in MeSHD013624.	An MeSHD001244 between the Arg MeSHD000483 of the p21WAF1/CIP1 MeSHD003062 31 polymorphism and MeSHD008175 has been reported. However, the MeSHD005838 MeSHQ000600 of the p21 MeSHD003062 31 polymorphism, as well as the MeSHD001244 of this polymorphism with MeSHD008175 MeSHD012306 and MeSHD011379, remain undefined in the Taiwanese MeSHD011153. Therefore, we investigated the MeSHD005838 MeSHQ000600 of the p21 MeSHD003062 31 polymorphism in 155 MeSHD008175 MeSHD010361 and 189 non-MeSHD009369 MeSHQ000517. The MeSHD005838 MeSHQ000453 in the Taiwanese non-MeSHD009369 MeSHQ000517 were 0.51 (Ser) and 0.49 (Arg). Chi2 MeSHQ000032 indicated significant differences in Taiwanese MeSHD005838 MeSHQ000600 of p21 from those reported for Swedes (P=0.001), Caucasians (P=0.001), Indians (P=0.001), and MeSHD001741 (P=0.001). However, our data did not demonstrate an MeSHD001244 of the Arg MeSHD000483 of the p21 polymorphism with MeSHD008175 MeSHD012306 in MeSHD013624. MeSHD008175 MeSHD010361 with Ser/Arg and Arg/Arg MeSHD005838 were at a nonsignificant 1.15-fold increased MeSHD012306 of MeSHD008175 when compared to individuals with the Ser/Ser MeSHD005838 (95%CI, 0.70-1.86). In addition, although p21 is a downstream target of p53, we found no significant correlation of the p21 polymorphism with the p53 polymorphism and MeSHD016158 MeSHD009154 in MeSHD008175 MeSHD010361. We further investigated the MeSHD001244 of the p21 polymorphism with MeSHD011379 in 154 MeSHD008175 MeSHD010361. MeSHD010361 with the Ser/Ser MeSHD005838 tended to have a poorer MeSHD011379 than those with the Ser/Arg and Arg/Arg MeSHD005838 (P=0.097, by the log rank test). Our data suggest that the p21 MeSHD003062 31 polymorphism may not MeSHD010988 a significant MeSHD012380 in MeSHD009369 susceptibility and the MeSHD011379 of MeSHD008175 MeSHD010361 in MeSHD013624.
40	12441075	A mechanism in MeSHD004854 MeSHD063646: inhibition of MeSHD016212 1-mediated induction of MAPK/p21 by LMP1.	MeSHD004854 (MeSHD004854)-infected, gastric MeSHD004847 line GT38 is resistant to MeSHD053773-mediated MeSHQ000254 inhibition and MeSHD017209, although MeSHD053773 partially induces MeSHD004854 reactivation in the MeSHD002477. These MeSHQ000175 indicate that MeSHQ000002 exist in these MeSHD002477 in the MeSHD053773-mediated signaling pathway, influencing MeSHQ000254 inhibition and MeSHD017209. In order to characterize the steps with MeSHQ000002, we analyzed the MeSHD053773/MAPK/p21 pathway in the MeSHD002477. MeSHD053773 activated MAPK (ERK 1/2) and p21 in the MeSHD053773-susceptible MeSHD002460 HSC-39 but not in GT38 MeSHD002477. GT38 MeSHD002477 had higher constitutive levels of ERK 1/2 MeSHD010766 and p21 expression than did HSC-39 MeSHD002477. MeSHC113580, a specific inhibitor of MeSHD020929, suppressed MeSHD053773-mediated ERK 1/2 MeSHD010766 and p21 induction in HSC-39 MeSHD002477 and constitutive ERK 1/2 MeSHD010766 in GT38 MeSHD002477. MeSHD004854 latent MeSHD008565 1 (LMP1) induced constitutive ERK 1/2 MeSHD010766 and MeSHD016328 activation in LMP1-transfected HSC-39 MeSHD002477, which then became resistant to MeSHD053773-mediated MeSHQ000254 inhibition, MeSHD053773-mediated ERK 1/2 MeSHD010766, and p21 induction, and proliferated in low-MeSHD044967 medium. These results are consistent with the conclusion that the MeSHD053773/MAPK/p21 pathway is required for MeSHD053773-mediated MeSHQ000254 inhibition, and that the resistance to TGF in GT38 MeSHD002477 is derived from constitutive MAPK MeSHD010766 induced by LMP1.
41	9325332	Sp1 and Sp3 regulate expression of the neuronal MeSHD011978 beta4 subunit MeSHD005796.	Neuronal MeSHD011978 MeSHD010988 important MeSHD012380 in MeSHD015398 within the MeSHD009420. The receptors exist in a variety of functionally distinct subtypes that are determined by their subunit structures. The subunits are encoded by 11 MeSHD005796, alpha2-alpha9 and beta2-beta4. Three of the MeSHD005796, alpha3, alpha5, and beta4, are tightly clustered, and their encoded MeSHD011506 make up the predominant receptor subtype in the MeSHD017933. The tight linkage of the MeSHD005796 suggests there may be a common regulatory mechanism underlying their expression. However, although their expression patterns significantly overlap, they are not identical, indicating that independent regulatory mechanisms must also exist. Our studies have focused upon the MeSHD005796 encoding the beta4 subunit for which we have identified several MeSHD050436. One of these MeSHD004602, E2, specifically interacts with the general MeSHD014157 Sp1. Here we show that another member of the Sp MeSHD005190 of factors, Sp3, can specifically interact with E2 whereas two other members, Sp2 and Sp4, cannot. Co-MeSHD014162 experiments indicate that Sp3 can transactivate a beta4 promoter/MeSHD017930 construct and, furthermore, that Sp1 and Sp3 can transactivate the beta4 reporter construct synergistically. The MeSHD015533 is dependent upon an intact E2 and may involve direct interactions between Sp1 and Sp3.
42	12707770	The MeSHD060449 and its MeSHD012380 in MeSHD009369 MeSHQ000254.	MeSHD009369 MeSHQ000254 depends on the aberrant activation of MeSHD015398 that MeSHQ000517 MeSHD002477 MeSHQ000254 and MeSHD013534 and MeSHD010988 important MeSHD012380 in normal MeSHD047108. This MeSHD016454 MeSHD014836 focus on one of the most powerful pathways, the canonical Wnt MeSHD015398 cascade, which has been originally described in MeSHD014714 and non-MeSHD014714 MeSHD047108 and subsequently associated with the MeSHQ000254 of a multitude of different MeSHD009369 types, mainly of gastrointestinal origin. In recent years, a variety of novel interacting components and MeSHQ000502 have been identified in the MeSHD060449 revealing not only the complexity of MeSHD060449 but also its potency. Here we MeSHD014836 concentrate on the MeSHD012380 of the MeSHD060449 in MeSHD009369 MeSHQ000254 with emphasis placed on the molecular MeSHQ000002 known to promote neoplastic transformation in MeSHD006801 and in MeSHD023421.
43	10398760	Rescue of dysfunctional MeSHC093349 MeSHD018118 activity by MeSHD015056.	MeSHD009711-dependent gating of MeSHC093349 was evaluated in MeSHD008566 patches excised from HEK 293 and MeSHD051379 MeSHD007739 and compared to MeSHD019370 on wt-CFTR channels recorded in the same expression systems. MeSHC093349 exhibited PKA activated, MeSHD000255-dependent channel gating. When compared to wt-CFTR, the Km for MeSHD000255 was increased by ninefold (260 micron vs. 28 micron) and maximal open MeSHD011336 (Po) was reduced by 49% (0.21 +/- 0.06 vs. 0.41 +/- 0. 02). Additionally, in the absence of PKA, MeSHC093349 inactivated over a 1 to 5 min period whereas wt-CFTR remained active. MeSHD013995-dependent inactivation could be mimicked in wt-CFTR by the intermittent absence of MeSHD000255 in the cytosolic MeSHD012996. The effects of 3-isobutyl-1-methyl MeSHD019820 (MeSHD015056), a compound reported to stimulate MeSHC093349, were evaluated on wt- and MeSHC093349 channels. At concentrations up to 5 mm, MeSHD015056 caused a concentration dependent reduction in the observed single channel amplitude (i) of wt-CFTR (maximal observed reduction 35 +/- 3%). However, MeSHD015056 failed to significantly alter total patch current because of a concomitant 30% increase in Po. The effects of MeSHD015056 on MeSHC093349 were similar to effects on wt-CFTR in that i was reduced and Po was increased by similar magnitudes. Additionally, MeSHC093349 channel inactivation was dramatically slowed by MeSHD015056. These results suggest that MeSHD015056 interacts with the MeSHD000255-bound open state of CFTR to introduce a short-lived nonconducting state which prolongs burst duration and reduces apparent single channel amplitude. A MeSHQ000556 effect observed in MeSHC093349, which may result from this interaction, is a prolongation of the activated state. In MeSHD008027 of previously proposed linear kinetic models of CFTR gating, these results suggest that MeSHD015056 traps CFTR in an MeSHD000255-bound state which may preclude inactivation of MeSHC093349.
44	12271119	Dominant-negative inhibition of MeSHD011328 replication in MeSHD008822.	Our discovery of dominant-negative inhibition of MeSHD011328 formation in MeSHD002478 provided an explanation for the resistance of some MeSHD012756 to MeSHD012608 and MeSHD006801 to MeSHD007562. To determine whether dominant-negative inhibition occurs in vivo, we produced transgenic (Tg) MeSHD051379 expressing MeSHD000072002 (PrP) with either the Q167R or Q218K MeSHD009154 alone or in combination with wild-type (wt) PrP. Tg(MoPrP,Q167R)Prnp(0/0) MeSHD051379 expressing mutant PrP at levels equal to non-Tg MeSHD051379 remained healthy for >550 days, indicating that inoculation with MeSHD011328 did not cause MeSHD004194. Immunoblots of MeSHD001921 homogenates and histologic MeSHQ000032 did not reveal MeSHQ000002. Tg(MoPrP,Q167R)Prnp(+/+) MeSHD051379 expressing both mutant and wt PrP did not MeSHD020476 MeSHD009461, but their MeSHD001921 revealed low levels of the PrP pathogenic MeSHD020033 (PrP(Sc)), and sections showed numerous MeSHD014617 and severe astrocytic MeSHD005911 at 300 days after inoculation. Both Tg(MoPrP,Q218K)Prnp(0/0) and Tg(MoPrP,Q218K)Prnp(+/+) MeSHD051379 expressing high levels of the MeSHD019076 product remained healthy for >300 days after inoculation. Neither PrP(Sc) nor neuropathologic changes were found. Our studies demonstrate that although dominant-negative inhibition of wt PrP(Sc) formation occurs, expression of the dominant-negative PrP at the same level as wt PrP does not prevent MeSHD011328 formation completely. However, expression of dominant-negative PrP alone had no deleterious effects on the MeSHD051379 and did not support MeSHD011328 propagation.
45	8273924	[Comparison of MeSHD006439 effects of the MeSHD017214 and the orotracheal tube].	This MeSHD011446 was designed to compare the haemodynamic response to insertion of either a MeSHD017214 or an orotracheal tube. Twenty MeSHD010361 scheduled for orthopaedic MeSHQ000601 were randomly assigned to two groups : MeSHD017214 group (n = 10) and orotracheal tube group (n = 10). MeSHD010361 were premedicated with MeSHD005445 (1 mg i.m.) and anaesthesia was induced with MeSHD015742 (bolus of 2.5 mg.kg-1, followed by a continuous infusion of 10 mg.kg-1.h-1) and MeSHD014673 (0.1 mg.kg-1). MeSHD006339 and MeSHD062186 were assessed non-invasively before and after induction of anaesthesia and immediately after tube or MeSHD017214 insertion. Orotracheal MeSHD007440 elicited a significant increase in MeSHD006339 (92 +/- 16 vs 77 +/- 19 b.min-1, p < 0.05) and in MeSHD062186 (117 +/- 21 vs 85 +/- 16 mmHg, p < 0.05), whereas there was significant increase in MeSHD006339 (74 +/- 11 vs 72 +/- 12 b.min-1) and MeSHD062186 (86 +/- 8 vs 81 +/- 10 mmHg) after insertion of the MeSHD017214. In both groups, MeSHD010949 MeSHD002395 concentrations were not significantly modified after tube or MeSHD017214 insertion. It is concluded that, under MeSHD015742 anaesthesia, MeSHD017214 insertion does not induce any significant haemodynamic response in ASA 1 MeSHD010361. In the opposite, orotracheal MeSHD007440 increases both MeSHD006339 and MeSHD062186.
46	12942774	[Activator of MeSHD009362 in MeSHD009369 MeSHD002477, Mst1/MeSHD000071999 binds to MeSHD016159].	This study for the first MeSHD013995 demonstrates a physical and functional interaction between the Ca(2+)-MeSHD002352 Mts1/S100A4 and MeSHD009369 suppressor p53 MeSHD011506. Using different MeSHD066298 and in vivo approaches, we have found that Mts1 can bind to the C-terminal regulatory domain of p53. The Mts1 binding to p53 promotes activation of the MeSHD017930 transcription in vivo. A modulation of the p53 target MeSHD005796 (p21/WAF, bax, mdm-2, and MeSHD019700) expression was observed upon Mts1 induction in the MeSHD002477 expressing the wild-type p53. These results suggest that the MeSHD001076 of Mts1 to enhance p53-dependent MeSHD017209 of MeSHD009369 MeSHD002477 MeSHD007854 to the decrease/disappearance of the MeSHD009369 MeSHD002477 expressing the wild-type p53. Thus, Mts1 promotes selection of more aggressive, MeSHQ000556 MeSHD010641 during MeSHD009369 progression.
47	9787490	Spatial aspects of MeSHD005528-pad MeSHD003872 in Swedish broilers.	This study aimed at analysing spatial and spatio-temporal aspects of MeSHD005528-pad MeSHD003872 in Swedish broilers. The information on MeSHD004194 MeSHQ000453 and severity was based on a two-year MeSHD005528-MeSHD006262 MeSHQ000453 programme where information on producer, breed, feed manufacturer, region, MeSHD000003, date of slaughter and several other variables was recorded. The level of MeSHD016000 in space was analysed on 2-digit zipcode level using Moran's I test which MeSHD014894 similarity of location. The level of MeSHD016000 in space was also analysed using the Ipop test, which takes the MeSHD012307 into consideration. The examination of MeSHD013995-space interaction was carried out using the Barton MeSHD008722 and the Knox MeSHD008722. We found a significant (p < 0.001) MeSHD016000 of regions with MeSHD000078682 to MeSHD005528-pad MeSHD003872 score using Moran's I test, and a significant (p < 0.0001) MeSHD016000 in space also when related to the number of flocks delivered from each region. The flocks with very high MeSHQ000453 of MeSHD005528-pad MeSHD003872 were significantly (p < 0.05) clustered in both MeSHD013995 and space, i.e. the flocks with high MeSHQ000453 of lesions came from the same geographic area during the same MeSHD013995 periods. This information MeSHD014836 MeSHD008004 us to focus the MeSHQ000517 efforts within the MeSHD005528-MeSHD006262 MeSHQ000453 programme on specific regions in specific MeSHD013995 periods, thus making the programme more effective.
48	9160881	MeSHD015003 two-MeSHD002678 in vivo MeSHD001244 of the MeSHD019061 Lyn with the MeSHD011519 product Cbl but not with the p85 subunit of MeSHD019869.	MeSHD008024 binding of multi-chain MeSHD011946 and hematopoietin/MeSHD018121 results in rapid activation of MeSHD011505 (PTK)-dependent signalling molecules such as MeSHD058539 (MeSHD019869). Co-precipitation studies have shown that Src-related PTK, such as Lyn, associates with the p85 regulatory subunit of MeSHD019869 via SH2 and MeSHD018909 binding with their cognate MeSHD008024. More recent studies have shown that the MeSHD011519 product Cbl co-precipitates with p85 following engagement of MeSHD016207 and MeSHD011946. As opposed to MeSHD066298 co-precipitation studies, the MeSHD015003 two-MeSHD002678 screen reveals in vivo MeSHD011506-MeSHD011506 interactions. Using the MeSHD015003 two-MeSHD002678 screen, we demonstrate an in vivo MeSHD001244 of Lyn's SH3 and MeSHD018909 with the MeSHD011392-rich domain of Cbl. Lyn's SH3 and MeSHD018909 do not interact with p85 in the MeSHD015003 two-MeSHD002678 screen, as would be predicted from MeSHD005982 (GST) fusion MeSHD011506 pull-down or MeSHD047468 studies from whole MeSHD002477 lysates. However, the MeSHD018909 of p85 interacts with the MeSHD011392-rich domain of Cbl. When MeSHD015003 were transformed with catalytic Lyn, an interaction between p85's MeSHD018909 and Cbl occurred. From the data, we propose the following three step process of MeSHD019869 activation: (1) complexes of Lyn-Cbl and Cbl-p85 exist without MeSHD008024 stimulation, (2) upon MeSHD008024 binding, Lyn becomes active and phosphorylates Cbl, and (3) Cbl's MeSHD014443 phosphorylated residue serves as a docking site for the MeSHD018909 of p85 - thereby stabilizing the complex and activating MeSHD019869. The MeSHD020798 can be used to dissect the precise mechanisms of in vivo MeSHD011506-MeSHD011506 interactions, including those between MeSHD019000 and SH2-containing MeSHD011506.
49	9933784	A quantitative MeSHQ000032 of MeSHD002477 in the MeSHD045888 MeSHD002477 layer of the chick MeSHD012160.	This study investigated the MeSHD009938 of MeSHD002477 in the MeSHD045888 MeSHD002477 layer (GCL) using Nissl MeSHD013194, retrograde MeSHD002477 degeneration with MeSHD019771 of the MeSHD009900, and retrograde MeSHD002477 labeling by MeSHD007267 of MeSHD006735 (HRP) into the MeSHD009900 of chicks (posthatching day 1 and 8, P-1 and P-8). The total number of MeSHD002477 in the GCL was 6.1 x 10(6) (P-1) and 4.9 x 10(6) (P-8), and the MeSHD002452 was 14,300 MeSHD002477/mm2 (P-1) and 10,400 MeSHD002477/ mm2 (P-8) on average. Two high-density areas, the central area (CA) and the dorsal area (DA), were observed in the central and dorsal MeSHD012160 in both P-1 (22,000 MeSHD002477/mm2 in CA, 19,000 MeSHD002477/mm2 in DA) and P-8 chicks (19,000 MeSHD002477/mm2 in CA, 12,800 MeSHD002477/mm2 in DA). The MeSHD002452 in the temporal periphery (TP) and the nasal (NP) peripheral MeSHD012160 were 7,800 MeSHD002477/mm2 and 12,500 MeSHD002477/mm2, respectively, in P-1 and 5,000 MeSHD002477/ mm2 and 8,000 MeSHD002477/mm2, respectively, in P-8 chicks. The MeSHD002452 in the temporal periphery was 35% (P-8) lower than in the nasal periphery in both P-1 and P-8 chicks. Thirty percent (1.9 x 10(6) MeSHD002477 in P-1) of the total MeSHD002477 in the GCL were resistant to MeSHD019771 of the MeSHD009900. The MeSHQ000600 of the MeSHD019771-resistant MeSHD002477 showed two high-density areas in the central and dorsal MeSHD012160, corresponding to the CA (5,800 MeSHD002477/mm2) and the DA (3,200 MeSHD002477/mm2). These MeSHD002477 also exhibited a center-peripheral increase (2,200 MeSHD002477/mm2 in the TP) in P-1 chicks, but the high-density area was not found in the dorsal MeSHD012160 of P-8 chicks. From these data and the HRP study, the number of presumptive MeSHD045888 MeSHD002477 in P-8 chicks was estimated to be 4 x 10(6) (8,600 MeSHD002477/mm2 on average), and the density in each area was 13,500 (CA), 10,200 (DA), and 4,300 (TP) MeSHD002477/mm2. The peripheral/ center ratios of the density of MeSHD045888 MeSHD002477 were significantly different along the nasotemporal and dorsoventral axes. The density of MeSHD045888 MeSHD002477 decreased more rapidly toward the temporal periphery (TP/CA ratio: 0.47 in P-1 and 0.32 in P-8) than toward the nasal periphery (NP/CA ratio: 0.67 in P-1 and 0.52 in P-8). In contrast, there was no significant difference in the peripheral/center ratios between the dorsal MeSHD012160 (DP/CA ratio: 0.6 in P-1 and 0.56 in P-8) and ventral MeSHD012160 (VP/CA ratio: 0.58 in P-1 and 0.51 in P-8). A small peak in the density of the presumptive MeSHD045888 MeSHD002477 was detected in the dorsal MeSHD012160 of both P-1 chicks (10,800 MeSHD002477/mm2) and P-8 chicks (10,200 MeSHD002477/mm2). The HRP-labeled MeSHD002477 were small in the CA (M +/- SD: 35.7 +/- 9.1 microm2) and DA (40.0 +/- 11.3 microm2), and their sizes increased toward the periphery (63.4 +/- 29.7 microm2 in the TP) accompanied by a decrease in the MeSHD002452. However, the MeSHD019771-resistant MeSHD002477 did not significantly increase in size toward the peripheral MeSHD012160 (12.2 +/- 2.2 microm2 in the CA, 15.2 +/- 3.2 microm2 in the DA, 15.1 +/- 3.8 microm2 in the TP). The characteristic MeSHQ000600 of MeSHD045888 MeSHD002477 could be related to visual MeSHD001519 based upon the MeSHD013038 of avian MeSHD014794.
50	11934741	Microarray MeSHD000073458 allowing for inclusion of experiment annotations in statistical MeSHQ000032.	Microarray MeSHD013672 provides access to expression levels of thousands of MeSHD005796 at once, producing large amounts of data. These MeSHD064886 are valuable only if they are annotated by sufficiently detailed experiment descriptions. However, in many MeSHD019991 a substantial number of these annotations is in free-text format and not readily accessible to MeSHD003201-aided MeSHQ000032. The Multi-Conditional Hybridization Intensity Processing System (M-CHIPS), a MeSHD000073458 concept, focuses on providing both structure and MeSHD000465 suitable for statistical MeSHQ000032 of a microarray MeSHD019991's entire contents including the experiment annotations. It MeSHD019484 the rapid MeSHQ000254 of the amount of hybridization data, more detailed experimental descriptions, and new kinds of experiments in the MeSHD005544. We have developed a storage concept, a particular instance of which is an organism-specific MeSHD019991. Although these MeSHD019991 may contain different ontologies of experiment annotations, they share the same structure and therefore can be accessed by the very same statistical MeSHD000465. Experiment ontologies have not yet reached their final shape, and MeSHD012015 are reduced to minimal conventions that do not yet warrant extensive description. An ontology-independent structure enables updates of annotation MeSHQ000145 during normal MeSHD019991 operation without altering the structure. AVAILABILITY AND SUPPLEMENTARY INFORMATION: http://www.dkfz.de/tbi/services/mchips
51	9462346	MeSHD000535, MeSHD000544 and MeSHD001842 fragility.	The MeSHD015994 of fragility fractures has increased epidemically. Especially MeSHD010361 with MeSHD000544 (including MeSHD000544) have a greatly increased MeSHD012306 of fragility fractures. MeSHD000535 inhibits MeSHD002113; the greater the aluminium exposure, the higher the MeSHD012306 of an early fracture. Aluminium is neurotoxic and may, in addition to genetic factors, MeSHD010988 a MeSHD012380 in the MeSHQ000254 of MeSHD000544 by contributing to the formation of the characteristic MeSHD016229 and MeSHD016874. Thus, a common denominator between MeSHD000544 and MeSHD001842 fragility may be a chronic low-grade MeSHD000535 intoxication. The epidemic of fragility fractures may be caused by increased aluminium exposure--due to the MeSHQ000706 of MeSHD000535 MeSHD003296 pots or the pollution acidification of our MeSHD004777. In our MeSHD010865 of 26 MeSHD006615-fracture MeSHD010361 (13 MeSHD010361 with MeSHD000544 and 13 individually age- and MeSHD005783-matched non-demented MeSHD010361), the MeSHD000535 content, determined mass-spectro-metrically, was higher in MeSHD000071556 MeSHQ000473 from the MeSHD010361 with MeSHD000544 than from the non-demented MeSHD010361 (p = 0.005). The MeSHD000535 content was also higher in the younger of the 26 MeSHD010361 (p = 0.02). Our MeSHQ000175 agree with the hypothesis that MeSHD000535 MeSHD010988 a MeSHD012380 in the MeSHQ000254 of MeSHD000544 and MeSHD001842 fragility.
52	7963640	Spontaneous MeSHD013161: an uncommon complication of MeSHD003586.	A previously healthy 25-year-old man developed a MeSHD012422 of the MeSHD013154 during a MeSHD003587 (CMV) MeSHD007239. The only other clinical feature was a well tolerated MeSHD005334 of 37.5 degrees C to 39 degrees C during the month before. The MeSHD003933 was confirmed by the presence of MeSHD007075 to CMV in the MeSHD044967 and by typical MeSHD045586 for CMV identified by splenic histopathological MeSHQ000175. The MeSHD010361 recovered completely. Spontaneous MeSHD013161 is uncommon in primary MeSHD003586.
